kl_loss_gex,kl_loss_pex,recons_loss_gex,recons_loss_pex,cosine_loss_gex,cosine_loss_pex,adj_loss,spatial_loss,mutual_info_loss,oracle,test_acc
3.4038132555591627e-12,3.085522289059117e-12,0.001049934420734644,0.0005194094846956432,0.0010988757712766528,0.0010988757712766528,4.5555935199904525e-06,5.300405973684974e-06,0.0014050293248146772,-0.027591526517173455,0.15617548879351453
3.11091972494959e-12,2.892761334291616e-12,0.0010170054156333208,0.0004885122762061656,0.0010588634759187698,0.0010588634759187698,4.577899924208648e-06,4.415792773215799e-06,0.0018727045971900225,-0.020063292324880806,0.1821649976156414
2.9197792187490856e-12,2.803430014172714e-12,0.0009999600006267428,0.0004585896385833621,0.0010212066117674112,0.0010212066117674112,4.516200703317744e-06,3.865756298182532e-06,0.001409740885719657,-0.019316735563511742,0.22126847877920838
2.7856816246091265e-12,2.734067746507085e-12,0.000978011405095458,0.00043171990546397865,0.0009889727225527167,0.0009889727225527167,4.47295997759176e-06,3.838658358290559e-06,0.0014991421485319734,-0.03196528041056402,0.24034334763948498
2.6852229207535716e-12,2.665957515510242e-12,0.0009572319104336202,0.0004072228039149195,0.0009627430699765682,0.0009627430117689073,4.600091352171861e-06,3.5848331663146382e-06,0.001595302834175527,-0.0255873384045038,0.22126847877920838
2.604914547954529e-12,2.6027075460122173e-12,0.0009397959802299738,0.0003832872025668621,0.0009423666633665562,0.0009423666633665562,4.539664040894934e-06,3.6124311009189114e-06,0.0014796772738918662,-0.03712001736751447,0.2222222222222222
2.5406313337861253e-12,2.54610959052326e-12,0.0009294953779317439,0.0003588747058529407,0.0009205512469634414,0.0009205513633787632,4.476947115940766e-06,3.534772986313328e-06,0.0013758084969595075,-0.04649492065092393,0.22985216976633285
2.4868280178169666e-12,2.502879847821049e-12,0.0009144556242972612,0.00033704994712024927,0.0009049316286109388,0.0009049316286109388,4.540707538724039e-06,3.403283244551858e-06,0.0013784437905997038,-0.04586088576287199,0.23438245112064854
2.4401839056331642e-12,2.4712395758214045e-12,0.0009060219745151699,0.00031816682894714177,0.000892957323230803,0.000892957323230803,4.562862575430237e-06,3.408543989280588e-06,0.001428758492693305,-0.040154500837977634,0.22937529804482595
2.39931186897524e-12,2.4480580323310575e-12,0.0008911329205147922,0.0003000094438903034,0.0008773711742833257,0.0008773711160756648,4.549623272773074e-06,3.3197825359820854e-06,0.0014406988630071282,-0.032522601466899705,0.22341440152598951
2.3631955767267065e-12,2.436118364326778e-12,0.0008797684567980468,0.000282114720903337,0.0008717221207916737,0.0008717221207916737,4.589571427814718e-06,3.5513996863301145e-06,0.0014037174405530095,-0.02818434663956105,0.21745350500715308
